order_id,order_date,amount,product_id
1960,2024-01-20,118.74,631
1961,2023-07-10,596.3,196
1962,2024-07-29,158.65,397
1963,2022-11-05,763.84,171
1964,2024-11-22,895.67,527
1965,2020-04-08,454.43,397
1966,2023-11-03,799.19,882
1967,2024-09-03,836.5,734
1968,2023-08-13,327.22,678
1969,2022-04-02,409.37,545
1970,2020-06-29,214.89,307
1971,2022-10-09,706.11,677
1972,2022-11-01,639.22,846
1973,2023-09-25,45.29,830
1974,2021-05-09,347.1,183
1975,2020-08-04,677.92,964
1976,2024-08-29,307.84,357
1977,2023-04-23,123.32,536
1978,2021-11-25,101.83,211
1979,2023-08-31,192.34,783
1980,2020-12-16,916.01,698
1981,2024-08-06,339.28,708
1982,2023-05-12,456.45,751
1983,2023-04-24,287.09,280
1984,2023-09-25,776.36,736
1985,2022-04-05,349.05,689
1986,2022-02-18,654.77,532
1987,2022-01-24,471.08,165
1988,2023-03-07,753.31,935
1989,2024-08-17,619.05,505
1990,2021-12-19,506.76,959
1991,2025-03-12,483.52,795
1992,2022-02-16,475.51,114
1993,2024-08-30,980.47,875
1994,2020-05-09,726.28,105
1995,2022-07-01,377.37,793
1996,2022-12-22,444.94,207
1997,2022-10-15,319.72,570
1998,2023-06-07,331.63,978
1999,2025-01-12,241.23,101
2000,2022-02-25,413.19,228
2001,2020-05-31,713.0,214
2002,2023-09-24,724.49,682
2003,2022-03-14,751.43,518
2004,2023-05-08,215.34,297
2005,2021-03-13,709.55,942
2006,2020-08-29,508.78,152
2007,2021-11-26,53.23,570
2008,2024-07-18,278.11,737
2009,2023-06-19,785.82,750
2010,2022-01-13,160.06,188
2011,2024-08-14,251.56,871
2012,2023-04-22,846.43,905
2013,2020-08-27,810.07,546
2014,2022-04-15,761.05,560
2015,2024-08-03,635.73,872
2016,2023-03-26,571.36,627
2017,2021-05-16,685.65,845
2018,2023-03-27,235.28,791
2019,2021-07-28,431.27,680
2020,2025-01-09,305.58,672
2021,2024-05-09,260.06,549
2022,2020-04-12,35.48,968
2023,2021-10-04,637.69,437
2024,2024-04-27,947.56,982
2025,2020-08-13,355.73,447
2026,2022-11-19,573.77,620
2027,2022-03-09,311.95,959
2028,2020-07-23,333.33,332
2029,2022-05-05,412.16,406
2030,2025-01-30,543.7,560
2031,2024-06-14,594.67,516
2032,2021-04-21,735.64,425
2033,2022-09-03,145.78,650
2034,2025-03-27,838.5,136
2035,2020-05-27,503.45,625
2036,2020-05-20,889.97,762
2037,2021-11-30,640.98,701
2038,2024-02-06,61.42,824
2039,2021-02-23,427.66,830
2040,2022-04-12,155.11,461
2041,2021-06-06,920.68,182
2042,2024-01-20,822.29,409
2043,2022-02-14,226.33,109
2044,2022-02-12,627.84,410
2045,2023-08-25,489.49,676
2046,2021-03-26,993.36,641
2047,2020-04-30,473.13,537
2048,2021-08-01,501.55,955
2049,2023-07-25,544.17,691
2050,2021-08-04,673.08,952
2051,2022-06-28,556.32,782
2052,2023-03-17,102.89,825
2053,2023-12-06,551.18,608
2054,2021-08-29,883.08,452
2055,2024-11-29,985.39,277
2056,2025-03-14,58.11,289
2057,2020-02-22,522.66,942
2058,2023-08-15,312.78,320
2059,2021-08-06,486.04,746
2060,2022-07-24,880.47,726
2061,2021-09-25,757.76,172
2062,2021-06-24,936.64,531
2063,2024-10-26,940.79,270
2064,2021-10-09,815.73,973
2065,2022-10-01,227.45,845
2066,2024-08-31,233.45,299
2067,2022-07-27,917.99,447
2068,2022-04-16,733.88,247
2069,2022-04-11,576.08,494
2070,2024-02-20,252.08,685
2071,2023-01-14,443.74,512
2072,2022-07-10,53.07,523
2073,2020-04-08,534.31,590
2074,2022-05-05,770.2,448
2075,2024-01-08,241.04,552
2076,2020-01-09,383.27,801
2077,2020-07-16,27.79,237
2078,2024-03-13,531.09,649
2079,2021-08-24,687.63,549
2080,2024-04-15,920.96,318
2081,2022-11-29,225.29,403
2082,2021-02-20,117.15,722
2083,2024-09-18,615.23,725
2084,2021-07-15,566.1,266
2085,2021-05-31,293.9,240
2086,2023-03-05,496.66,233
2087,2023-08-17,201.09,881
2088,2024-06-17,771.04,728
2089,2020-12-10,20.32,920
2090,2020-04-10,190.66,151
2091,2021-03-08,688.86,196
2092,2022-02-01,103.22,260
2093,2020-03-19,88.93,722
2094,2024-08-21,557.39,490
2095,2022-06-05,459.55,292
2096,2024-01-10,450.52,556
2097,2021-08-05,615.06,147
2098,2024-11-11,547.55,678
2099,2024-02-28,893.97,385
2100,2025-04-26,419.7,213
2101,2020-04-14,749.79,744
2102,2023-09-08,375.67,881
2103,2022-11-13,972.02,966
2104,2024-11-02,602.45,361
2105,2020-01-08,960.84,663
2106,2021-10-13,762.91,156
2107,2024-10-20,371.07,640
2108,2023-11-17,435.04,905
2109,2020-06-25,193.83,639
2110,2022-03-22,543.3,861
2111,2021-04-19,280.66,480
2112,2020-10-17,366.11,817
2113,2025-01-16,499.79,104
2114,2020-10-20,791.13,584
2115,2022-10-22,569.06,967
2116,2020-01-08,468.42,333
2117,2020-03-15,316.39,575
2118,2022-06-15,806.05,818
2119,2022-01-01,722.9,587
2120,2020-07-11,548.36,553
2121,2024-11-22,283.81,222
2122,2024-02-02,861.58,765
2123,2020-08-22,228.86,134
2124,2020-10-05,667.52,629
2125,2024-09-13,57.69,647
2126,2020-10-23,357.57,300
2127,2023-02-25,26.22,282
2128,2023-01-03,992.52,229
2129,2020-06-02,226.1,125
2130,2022-04-15,529.02,334
2131,2024-09-13,889.46,625
2132,2020-03-13,879.26,986
2133,2022-06-24,398.66,856
2134,2022-05-26,241.84,997
2135,2023-09-19,762.81,326
2136,2024-02-23,602.71,948
2137,2022-03-22,394.27,586
2138,2021-09-04,968.6,190
2139,2025-02-01,70.98,135
2140,2020-12-05,384.89,369
2141,2021-10-12,913.07,400
2142,2024-04-26,344.33,231
2143,2021-10-26,371.77,635
2144,2021-07-09,482.67,908
2145,2024-07-24,715.31,875
2146,2021-01-08,598.83,451
2147,2023-08-21,326.5,426
2148,2021-07-17,960.07,954
2149,2022-12-16,297.03,248
2150,2020-01-18,621.44,586
2151,2023-11-05,333.13,177
2152,2021-12-10,880.48,561
2153,2020-11-23,352.09,967
2154,2024-12-02,736.75,239
2155,2021-07-15,263.3,706
2156,2024-12-12,994.13,653
2157,2024-10-08,786.78,293
2158,2022-02-25,177.19,669
2159,2020-11-24,599.47,938
2160,2024-10-29,96.21,755
2161,2020-09-02,777.47,964
2162,2024-08-18,677.25,786
2163,2024-06-19,488.71,231
2164,2023-11-22,12.3,461
2165,2024-08-09,292.88,475
2166,2020-01-17,311.17,123
2167,2021-03-17,549.3,888
2168,2021-12-08,782.07,372
2169,2024-11-26,154.81,105
2170,2023-08-06,95.68,918
2171,2020-07-24,328.19,804
2172,2021-04-01,303.88,780
2173,2022-10-13,789.7,729
2174,2024-02-13,373.24,278
2175,2020-04-02,574.58,827
2176,2022-10-26,985.38,348
2177,2021-08-30,985.35,425
2178,2022-09-09,958.97,808
2179,2023-06-15,882.84,726
2180,2022-01-26,715.81,431
2181,2024-01-11,347.48,148
2182,2021-03-31,194.89,735
2183,2024-01-06,770.73,586
2184,2021-04-12,260.9,292
2185,2021-04-09,521.62,794
2186,2023-04-24,326.44,128
2187,2021-11-19,822.94,374
2188,2021-01-22,274.5,555
2189,2023-02-18,945.04,240
2190,2025-04-08,180.05,647
2191,2022-07-13,687.25,487
2192,2025-03-18,611.77,710
2193,2022-05-08,561.77,219
2194,2023-03-12,45.76,917
2195,2021-09-14,304.26,671
2196,2024-02-26,210.28,781
2197,2023-04-02,531.63,689
2198,2021-02-13,86.79,800
2199,2021-02-21,741.33,572
2200,2024-12-07,984.47,158
2201,2021-10-02,551.92,965
2202,2021-02-06,865.13,297
2203,2022-04-16,535.26,423
2204,2024-11-28,357.65,759
2205,2023-11-27,242.82,334
2206,2022-03-11,761.91,780
2207,2021-10-14,949.41,812
2208,2023-07-19,359.5,698
2209,2023-04-13,406.53,366
2210,2022-05-16,44.44,585
2211,2021-06-15,83.53,924
2212,2025-01-23,432.52,518
2213,2024-05-16,164.7,538
2214,2024-12-03,891.51,652
2215,2022-07-17,902.04,629
2216,2020-10-26,448.12,202
2217,2023-05-13,555.96,480
2218,2020-01-12,297.81,160
2219,2023-09-10,516.25,659
2220,2020-11-21,656.51,651
2221,2020-12-26,891.24,208
2222,2021-08-06,493.55,315
2223,2020-05-14,130.98,619
2224,2021-09-13,425.63,828
2225,2022-11-10,91.98,119
2226,2024-12-04,121.06,154
2227,2024-09-27,21.49,109
2228,2023-01-29,320.99,149
2229,2024-02-08,611.02,693
2230,2024-11-06,16.17,530
2231,2025-03-27,513.3,938
2232,2023-08-04,783.51,983
2233,2020-01-11,773.35,640
2234,2024-11-18,182.21,592
2235,2022-09-20,93.41,101
2236,2021-11-21,887.18,238
2237,2022-11-12,796.72,726
2238,2021-04-06,770.02,282
2239,2022-08-14,394.66,384
2240,2021-01-24,968.56,301
2241,2020-01-30,500.41,159
2242,2025-04-13,149.86,507
2243,2022-01-21,677.53,326
2244,2025-04-08,711.54,606
2245,2021-12-01,688.99,307
2246,2023-02-15,665.3,951
2247,2020-08-02,327.7,739
2248,2021-08-19,92.1,481
2249,2022-06-21,452.79,926
2250,2024-07-01,403.29,836
2251,2021-08-19,668.42,498
2252,2023-09-18,387.62,587
2253,2023-12-22,920.69,971
2254,2024-12-06,773.31,515
2255,2022-08-20,40.2,801
2256,2020-09-17,172.55,541
2257,2024-07-02,82.25,525
2258,2022-11-22,106.65,252
2259,2022-08-29,646.38,215
2260,2022-04-10,489.69,944
2261,2022-09-03,812.7,327
2262,2022-09-03,759.01,152
2263,2020-08-02,206.85,865
2264,2024-05-07,483.62,772
2265,2024-05-15,993.81,799
2266,2020-06-27,524.01,627
2267,2021-08-15,93.68,986
2268,2022-11-09,435.83,789
2269,2023-01-23,278.09,898
2270,2020-07-15,668.86,272
2271,2023-09-02,463.36,232
2272,2023-07-22,26.28,711
2273,2020-07-25,821.07,372
2274,2020-08-30,878.28,738
2275,2020-12-30,901.6,427
2276,2021-10-13,348.33,736
2277,2021-10-07,235.77,643
2278,2020-08-10,577.06,611
2279,2025-04-24,910.8,450
2280,2021-12-16,215.12,732
2281,2025-04-20,894.88,484
2282,2020-12-24,610.35,319
2283,2020-07-24,865.02,623
2284,2024-08-02,554.61,521
2285,2024-10-04,471.51,453
2286,2021-09-18,828.08,885
2287,2020-08-30,691.98,548
2288,2023-02-01,646.42,592
2289,2022-08-05,724.22,229
2290,2021-11-10,916.77,773
2291,2020-10-08,637.6,343
2292,2021-10-21,208.88,122
2293,2022-05-18,920.99,845
2294,2024-02-14,108.74,927
2295,2021-07-21,328.66,750
2296,2025-04-12,644.77,667
2297,2022-05-17,186.89,417
2298,2021-07-13,523.07,293
2299,2023-11-26,137.23,920
2300,2022-09-20,327.51,318
2301,2024-05-15,585.85,953
2302,2020-01-12,730.34,146
2303,2025-01-07,935.75,215
2304,2023-03-25,579.7,780
2305,2025-04-27,238.88,687
2306,2022-06-14,717.48,702
2307,2024-05-19,878.06,860
2308,2022-09-24,809.79,107
2309,2024-08-02,74.72,292
2310,2022-05-11,752.34,818
2311,2021-12-28,25.57,519
2312,2024-07-01,776.41,901
2313,2020-11-12,651.55,197
2314,2022-08-13,823.94,739
2315,2021-04-24,445.5,669
2316,2021-12-29,78.6,141
2317,2020-03-19,359.42,801
2318,2020-11-17,526.24,202
2319,2020-09-16,864.02,131
2320,2024-08-29,223.0,689
2321,2020-09-07,83.42,713
2322,2022-08-15,73.66,436
2323,2024-07-09,277.16,502
2324,2024-09-22,857.74,539
2325,2022-02-21,590.52,440
2326,2022-10-08,447.38,329
2327,2021-09-19,789.52,452
2328,2022-10-16,362.52,719
2329,2025-02-18,217.26,656
2330,2020-11-01,484.85,736
2331,2020-04-24,622.82,565
2332,2023-05-24,725.22,664
2333,2022-08-05,510.43,455
2334,2022-05-25,138.74,493
2335,2023-03-16,652.96,316
2336,2022-08-29,669.38,531
2337,2021-12-21,188.2,148
2338,2020-05-25,547.17,170
2339,2024-04-24,286.65,638
2340,2023-06-22,897.33,573
2341,2023-08-20,887.34,355
2342,2023-05-01,746.14,112
2343,2020-10-11,401.13,336
2344,2024-09-10,739.11,263
2345,2023-12-07,386.41,285
2346,2020-10-25,599.9,763
2347,2024-12-17,585.05,257
2348,2024-03-08,644.29,634
2349,2021-05-08,728.08,534
2350,2020-10-06,473.05,862
2351,2023-07-07,358.68,540
2352,2024-10-21,271.36,668
2353,2022-06-25,879.79,394
2354,2020-12-16,818.37,375
2355,2024-08-06,548.5,842
2356,2021-05-31,432.68,241
2357,2022-11-14,349.04,112
2358,2020-07-31,558.55,689
2359,2021-08-21,226.75,956
2360,2021-02-24,794.36,774
2361,2020-07-31,88.64,390
2362,2020-08-12,453.08,523
2363,2024-12-02,442.9,566
2364,2021-12-31,613.63,328
2365,2021-02-08,484.16,571
2366,2020-03-11,164.29,483
2367,2022-10-25,558.59,198
2368,2023-01-03,553.89,200
2369,2023-06-21,501.76,731
2370,2023-06-03,22.64,707
2371,2021-06-10,276.23,713
2372,2022-12-14,747.74,148
2373,2024-04-30,325.74,774
2374,2022-08-03,827.75,601
2375,2025-04-08,459.09,778
2376,2022-02-17,632.6,137
2377,2020-12-03,544.9,796
2378,2020-11-03,386.17,922
2379,2020-05-05,912.8,451
2380,2020-02-24,526.23,579
2381,2021-09-05,768.38,557
2382,2024-06-20,854.47,583
2383,2023-09-30,387.37,354
2384,2021-07-20,987.32,251
2385,2020-12-03,247.85,788
2386,2023-10-01,948.38,100
2387,2023-08-24,182.08,686
2388,2022-09-25,552.45,787
2389,2023-08-05,722.89,593
2390,2020-01-08,183.71,459
2391,2022-05-27,935.26,190
2392,2020-07-13,516.87,144
2393,2023-10-06,698.76,983
2394,2023-07-31,935.79,589
2395,2024-08-04,191.28,845
2396,2022-01-13,934.74,116
2397,2024-05-25,749.6,888
2398,2024-06-07,599.82,417
2399,2021-04-04,577.11,242
2400,2020-12-11,513.79,790
2401,2022-10-21,578.95,938
2402,2021-10-29,303.57,130
2403,2021-11-04,352.91,550
2404,2023-10-02,967.43,502
2405,2022-12-18,196.47,208
2406,2020-09-20,737.48,148
2407,2020-11-04,85.26,660
2408,2022-12-29,375.9,768
2409,2022-05-14,12.57,740
2410,2025-03-24,957.25,173
2411,2024-03-26,31.87,816
2412,2022-04-09,15.92,584
2413,2020-10-31,485.61,667
2414,2023-08-01,837.13,552
2415,2023-10-22,892.83,626
2416,2024-01-26,870.02,890
2417,2021-12-08,973.98,445
2418,2021-11-18,275.96,496
2419,2023-10-17,156.73,857
2420,2022-03-31,933.69,239
2421,2022-03-28,636.34,183
2422,2021-07-15,164.82,335
2423,2023-10-18,787.48,240
2424,2025-03-24,29.19,155
2425,2020-02-04,435.44,936
2426,2022-03-20,776.25,855
2427,2020-09-14,929.93,362
2428,2024-07-21,921.79,447
2429,2020-04-23,971.02,389
2430,2025-01-28,619.35,922
2431,2022-04-16,930.48,975
2432,2023-01-10,663.96,957
2433,2021-08-09,284.02,106
2434,2024-01-26,941.77,662
2435,2022-12-19,109.51,522
2436,2020-02-15,550.59,525
2437,2025-01-12,463.95,423
2438,2021-09-19,767.17,424
2439,2023-01-15,367.49,734
2440,2023-08-07,497.3,807
2441,2020-08-31,317.47,918
2442,2022-06-21,140.31,110
2443,2020-09-09,454.66,677
2444,2021-01-07,166.84,141
2445,2024-10-30,372.64,220
2446,2024-12-24,691.44,784
2447,2020-06-09,680.65,717
2448,2022-03-25,255.89,607
2449,2023-03-05,923.23,312
2450,2020-07-03,89.03,366
2451,2021-05-10,730.36,778
2452,2024-01-11,43.3,985
2453,2022-05-03,418.08,299
2454,2020-09-13,792.27,348
2455,2024-09-15,444.4,662
2456,2022-01-06,733.48,453
2457,2021-06-08,767.15,690
2458,2021-11-07,837.3,721
2459,2022-05-06,390.99,918
2460,2023-01-07,55.72,163
2461,2021-05-05,512.65,606
2462,2025-02-01,44.15,435
2463,2023-07-22,456.84,641
2464,2020-10-13,113.92,153
2465,2022-12-01,891.35,482
2466,2025-03-22,520.78,721
2467,2020-12-28,623.78,158
2468,2020-09-24,427.09,730
2469,2020-01-03,324.69,117
2470,2021-01-28,31.9,618
2471,2021-04-25,616.1,215
2472,2023-01-05,549.39,998
2473,2023-11-21,188.25,589
2474,2022-11-12,352.38,152
2475,2022-10-06,688.14,349
2476,2020-10-25,809.39,954
2477,2021-05-25,741.75,778
2478,2022-09-01,660.64,970
2479,2021-03-18,754.65,744
2480,2024-12-02,781.32,587
2481,2020-04-10,238.03,508
2482,2024-06-27,94.53,346
2483,2025-04-07,180.79,613
2484,2022-02-22,598.94,395
2485,2021-02-27,803.17,165
2486,2021-08-15,513.24,437
2487,2021-02-08,666.73,805
2488,2025-02-28,610.35,557
2489,2022-10-06,716.32,439
2490,2021-01-06,467.51,167
2491,2022-08-29,641.67,821
2492,2024-03-07,755.05,476
2493,2021-01-08,282.49,928
2494,2024-11-28,863.45,954
2495,2024-05-14,22.04,164
2496,2023-06-09,367.82,972
2497,2024-12-30,814.35,526
2498,2021-10-13,773.23,711
2499,2024-03-01,641.97,681
2500,2023-09-04,364.83,195
2501,2024-10-20,271.64,619
2502,2023-12-26,717.43,276
2503,2021-05-12,680.17,546
2504,2022-05-21,686.08,704
2505,2022-07-03,360.87,414
2506,2021-01-11,279.66,774
2507,2022-06-22,722.34,837
2508,2023-01-14,589.03,764
2509,2021-10-30,986.08,448
2510,2020-01-04,751.59,132
2511,2021-12-06,171.03,175
2512,2024-09-01,338.12,351
2513,2024-10-16,16.47,286
2514,2024-11-18,914.12,169
2515,2022-08-14,633.93,972
2516,2024-07-14,40.06,491
2517,2024-02-07,480.65,679
2518,2023-12-26,887.44,374
2519,2024-03-15,942.9,277
2520,2023-06-04,251.01,524
2521,2023-01-17,439.45,386
2522,2024-01-04,35.8,922
2523,2024-05-08,517.62,345
2524,2023-05-11,475.29,303
2525,2021-01-03,471.06,138
2526,2022-04-20,670.02,697
2527,2021-07-28,466.13,307
2528,2024-01-20,653.79,905
2529,2025-02-08,327.15,119
2530,2022-02-10,102.44,448
2531,2022-06-03,280.19,632
2532,2020-06-22,274.03,163
2533,2023-06-09,844.05,600
2534,2021-02-28,880.94,450
2535,2023-02-24,68.18,131
2536,2025-04-02,363.42,167
2537,2024-08-18,33.17,917
2538,2024-09-08,624.4,887
2539,2022-05-29,284.99,249
2540,2022-08-20,287.13,762
2541,2021-12-16,971.14,891
2542,2023-05-03,56.2,483
2543,2020-08-04,983.48,424
2544,2022-08-13,112.94,471
2545,2021-02-28,894.82,474
2546,2020-07-02,454.27,672
2547,2024-06-10,632.27,322
2548,2023-09-05,477.19,428
2549,2022-12-18,915.15,866
2550,2021-01-10,568.48,981
2551,2023-11-09,693.21,540
2552,2021-07-20,181.29,705
2553,2022-10-16,412.8,986
2554,2023-07-27,193.09,823
2555,2020-07-25,258.13,859
2556,2021-11-25,846.73,892
2557,2021-01-29,843.58,237
2558,2023-10-30,171.7,776
2559,2021-03-29,619.64,840
2560,2020-02-03,73.09,269
2561,2022-06-10,755.91,289
2562,2023-12-18,141.01,244
2563,2021-06-04,50.68,541
2564,2025-03-07,242.07,272
2565,2023-04-21,391.31,631
2566,2020-02-17,239.06,207
2567,2022-10-15,846.13,256
2568,2025-03-31,962.83,311
2569,2025-04-27,577.21,773
2570,2023-11-24,28.19,490
2571,2021-05-08,687.28,787
2572,2023-12-09,170.67,193
2573,2025-01-15,32.58,496
2574,2025-03-25,681.09,199
2575,2022-12-03,557.21,970
2576,2022-07-14,254.03,487
2577,2020-06-30,520.86,101
2578,2024-03-09,37.65,159
2579,2021-12-20,577.25,409
2580,2020-07-17,743.28,525
2581,2025-01-01,392.94,687
2582,2023-03-06,909.47,667
2583,2020-02-27,286.72,232
2584,2021-01-19,444.16,337
2585,2025-01-10,711.79,940
2586,2020-08-31,997.64,933
2587,2023-02-12,348.31,136
2588,2020-08-29,566.91,229
2589,2024-03-01,242.37,729
2590,2021-09-25,112.39,508
2591,2021-02-21,142.58,161
2592,2021-05-16,86.64,847
2593,2020-08-20,355.52,222
2594,2024-07-12,930.07,367
2595,2021-06-03,189.2,946
2596,2025-01-07,546.07,967
2597,2020-11-28,810.85,275
2598,2020-04-21,589.12,816
2599,2021-01-04,796.77,143
2600,2024-01-17,273.6,633
2601,2023-06-15,672.51,218
2602,2022-01-07,51.39,964
2603,2024-09-22,776.42,173
2604,2020-01-30,877.24,825
2605,2023-09-28,18.25,653
2606,2022-09-23,726.74,695
2607,2021-11-13,642.0,516
2608,2022-12-02,30.27,323
2609,2023-09-13,134.85,670
2610,2024-02-09,112.47,720
2611,2022-06-14,495.03,661
2612,2023-10-15,465.04,111
2613,2022-04-17,344.09,803
2614,2020-08-30,417.69,951
2615,2022-01-29,981.96,898
2616,2024-02-23,266.81,807
2617,2023-07-19,331.43,514
2618,2023-03-21,874.26,359
2619,2021-06-28,256.53,557
2620,2021-10-12,558.62,914
2621,2025-04-28,249.04,115
2622,2022-11-01,294.48,585
2623,2022-10-24,625.4,729
2624,2023-11-01,821.26,292
2625,2023-07-02,90.22,941
2626,2020-06-09,50.42,434
2627,2020-06-25,456.32,510
2628,2025-04-13,430.84,826
2629,2023-12-20,799.44,126
2630,2021-09-28,179.1,769
2631,2023-07-31,907.45,672
2632,2020-09-07,838.85,443
2633,2020-07-31,358.86,501
2634,2022-10-10,870.01,219
2635,2020-01-13,762.5,189
2636,2023-01-07,778.52,297
2637,2024-07-10,825.97,886
2638,2023-12-24,146.42,123
2639,2024-11-29,484.64,360
2640,2020-03-29,917.54,911
2641,2023-02-06,384.83,737
2642,2023-09-02,91.94,280
2643,2024-03-11,754.59,574
2644,2023-08-30,423.08,513
2645,2025-01-20,155.1,130
2646,2024-08-31,711.47,106
2647,2022-06-30,280.93,943
2648,2024-03-09,765.98,671
2649,2023-11-18,377.42,391
2650,2024-09-16,332.7,652
2651,2022-10-10,797.52,880
2652,2024-07-29,240.19,857
2653,2020-10-07,514.28,417
2654,2020-11-06,895.4,511
2655,2021-02-03,382.23,210
2656,2020-06-12,273.76,977
2657,2022-04-21,11.95,141
2658,2021-01-04,818.18,294
2659,2023-09-20,336.25,728
2660,2024-01-25,632.69,294
2661,2024-08-27,213.42,989
2662,2022-02-08,308.43,607
2663,2024-07-11,481.99,965
2664,2021-01-29,551.02,911
2665,2023-06-30,742.74,173
2666,2021-02-13,509.23,526
2667,2022-11-16,538.74,514
2668,2023-06-23,773.47,794
2669,2020-06-12,514.1,659
2670,2021-08-01,224.74,739
2671,2020-05-22,847.15,545
2672,2021-08-12,310.45,366
2673,2021-03-05,667.19,359
2674,2024-12-01,303.76,339
2675,2021-01-14,919.44,893
2676,2020-01-02,479.83,317
2677,2021-12-01,155.36,130
2678,2024-09-28,219.14,929
2679,2021-07-22,444.72,281
2680,2024-09-29,725.32,889
2681,2025-03-02,310.22,696
2682,2025-02-20,181.54,917
2683,2023-02-26,545.78,848
2684,2024-04-14,676.64,953
2685,2024-08-26,252.7,736
2686,2023-04-28,682.01,539
2687,2024-01-17,760.21,207
2688,2023-01-02,538.37,285
2689,2021-06-23,822.65,560
2690,2020-12-10,589.04,300
2691,2024-05-06,480.2,861
2692,2025-03-03,186.45,846
2693,2025-01-31,204.35,279
2694,2020-03-29,825.51,338
2695,2020-12-05,12.5,878
2696,2021-02-25,212.52,235
2697,2020-12-06,859.62,259
2698,2022-01-19,341.65,272
2699,2022-06-28,487.52,215
2700,2022-12-30,686.99,914
2701,2021-01-14,748.13,857
2702,2023-04-07,959.2,396
2703,2021-10-12,657.49,308
2704,2023-07-02,171.77,713
2705,2022-02-08,695.4,419
2706,2020-12-18,725.04,521
2707,2022-05-20,20.92,504
2708,2022-02-15,705.39,496
2709,2024-03-11,94.39,242
2710,2023-07-23,904.03,557
2711,2020-07-27,637.67,544
2712,2023-11-12,620.42,209
2713,2024-03-23,666.11,818
2714,2024-06-23,780.02,346
2715,2024-07-19,491.44,280
2716,2021-06-05,620.58,345
2717,2024-10-09,185.07,394
2718,2021-09-05,892.27,735
2719,2022-05-06,853.05,942
2720,2024-09-18,563.19,237
2721,2024-06-09,694.79,692
2722,2024-07-05,207.38,725
2723,2022-10-06,760.22,831
2724,2022-04-20,55.98,424
2725,2024-09-25,281.45,211
2726,2023-10-15,397.31,223
2727,2023-08-16,899.19,662
2728,2021-09-25,476.3,787
2729,2022-04-01,50.93,393
2730,2022-09-06,58.53,585
2731,2021-12-16,824.85,139
2732,2023-02-25,237.05,242
2733,2022-05-29,365.15,357
2734,2025-01-11,591.14,387
2735,2020-04-23,122.14,222
2736,2022-12-16,21.82,234
2737,2021-11-12,422.07,992
2738,2024-12-01,515.14,956
2739,2024-10-07,78.21,194
2740,2021-06-15,796.42,124
2741,2023-11-28,686.23,604
2742,2020-04-10,537.0,181
2743,2024-11-29,813.58,675
2744,2020-04-02,226.39,885
2745,2020-12-13,738.61,104
2746,2020-04-26,978.79,790
2747,2022-12-13,567.63,265
2748,2021-07-20,796.23,962
2749,2023-04-16,208.4,669
2750,2024-09-11,894.24,304
2751,2025-02-28,725.08,935
2752,2024-05-06,528.92,255
2753,2021-06-16,624.9,471
2754,2024-03-21,706.6,117
2755,2023-05-17,362.72,510
2756,2024-03-09,423.35,170
2757,2024-02-02,133.77,584
2758,2024-01-15,637.37,998
2759,2024-08-20,471.69,233
2760,2021-10-04,906.82,372
2761,2022-11-27,682.52,526
2762,2024-12-08,115.34,941
2763,2020-05-04,480.42,559
2764,2024-11-17,612.57,978
2765,2022-11-17,233.43,493
2766,2022-11-30,186.65,333
2767,2023-06-17,310.79,369
2768,2024-11-21,924.59,317
2769,2024-11-25,530.94,137
2770,2020-10-28,78.13,651
2771,2024-07-27,219.48,534
2772,2024-03-06,666.68,496
2773,2022-12-13,768.22,980
2774,2020-04-17,365.64,574
2775,2021-05-14,451.08,827
2776,2020-05-21,578.48,329
2777,2024-08-22,894.62,680
2778,2024-09-28,899.74,981
2779,2022-11-24,776.61,366
2780,2021-01-28,894.44,269
2781,2020-06-10,286.71,705
2782,2020-01-17,861.77,264
2783,2022-10-23,873.46,864
2784,2023-08-27,326.7,210
2785,2024-03-11,521.13,211
2786,2023-08-13,187.83,468
2787,2021-02-21,471.9,742
2788,2021-04-11,892.27,142
2789,2025-02-27,411.2,470
2790,2024-01-20,603.25,391
2791,2025-03-25,262.97,480
2792,2021-03-13,474.19,239
2793,2022-12-20,487.92,537
2794,2025-02-15,208.6,952
2795,2020-07-24,881.39,299
2796,2023-01-16,727.42,260
2797,2021-06-28,784.47,220
2798,2022-08-23,693.38,827
2799,2024-12-14,64.06,774
2800,2021-08-05,553.69,621
2801,2021-11-29,903.99,141
2802,2023-11-23,820.87,102
2803,2020-02-24,484.54,766
2804,2021-06-10,80.86,241
2805,2020-02-15,463.6,490
2806,2022-04-13,750.67,495
2807,2022-01-18,591.57,100
2808,2024-01-31,258.52,359
2809,2024-10-31,899.36,299
2810,2023-10-02,447.44,838
2811,2022-11-12,603.17,344
2812,2021-12-03,108.31,907
2813,2020-07-20,448.38,323
2814,2022-07-08,702.17,312
2815,2024-09-22,536.2,421
2816,2021-04-28,446.03,776
2817,2023-09-12,410.53,121
2818,2023-08-19,932.76,533
2819,2023-07-29,533.75,664
2820,2025-04-06,318.63,494
2821,2023-05-22,31.36,784
2822,2023-03-21,455.75,651
2823,2020-05-23,451.83,603
2824,2023-08-14,903.4,883
2825,2022-07-27,425.53,563
2826,2024-04-26,154.39,644
2827,2024-10-28,968.32,660
2828,2024-12-21,222.39,426
2829,2025-01-08,280.09,961
2830,2023-10-09,219.61,439
2831,2024-08-25,582.4,764
2832,2023-05-03,586.19,266
2833,2025-01-01,618.05,603
